question1,question2,label
ما هي نسبة الأيطالييون في أستراليا؟,ما عدد الإيطالييون الموجودين في أستراليا؟,1
ما هي البطالة الهيكلية ؟,ما تعريف البطالة الهيكلية  ؟,1
ما هو مناخ جزيرة فيجي السائد؟,ما ارتفاع أعلى قمة في جزيرة فيجي؟,0
ما هو تاريخ استقلال البوسنة والهرسك؟,ما هي عاصمة البوسنة والهرسك؟,0
ما هي أعراض الحمل قبل الدورة؟,ما هي أعراض الحمل الكاذب؟,0
هل يفيد لبن الزبادي البشرة؟,ما أهمية لبن الزبادي للبشرة؟,1
كيف اختار كلمة سر قوية؟,كيف أنشئ حساب على الفيسبوك؟,0
ما اسم عاصمة إستونيا؟,ما اسم عاصمة الدنمارك؟,0
ما اسم عاصمة المملكة المتحدة؟,ما اسم عاصمة أوكرانيا؟,0
ما طريقة عمل الاسمنت الجافة ؟,ما هو الاسمنت ؟,0
ممّ تتألف حجرات قلب الضفدع؟,من ماذا تتكون حجرات القلب لدى الضفدع؟,1
كيف اكتشف الفازلين ؟,متى اكتشف الفازلين؟,1
ما هي التّنمية الاقتصاديّة؟,ماذا نقصد بالتّنمية الاقتصاديّة؟,1
ما فوائد الجدوى التقنية ؟,ما هي الجدوى التقنية؟,0
ما هي المشاريع الصغيرة ؟,ما هو الاستثمار ؟,0
في أي بلد توجد مدينة مازاغان؟,متى تم السيطرة على مدينة مازاغان في المغرب؟,0
ما السبب في أن للقهوة دور في تحسين صحة البشرة ؟,ما السبب الذي يجعل القهوة تفيد البشرة؟,1
كيف احضر يخنة الباميا على الطريقة الإيرانيّة؟,من طرق تحضير الباميا؟,0
ما موقع أمريكا الشمالية؟,كم تبلغ مساحة قارة أوروبا؟,0
ما طريقة تحضير الدحدح؟,من طرق تحضير الدحدح بالشوكولاته ؟,0
ماذا يحد المملكة الأردنية من الجهة الغربية؟,ماذا يحد الأردن من الشرق؟,0
ما اللغة الشائعة في قارة أوقيانوسيا قبل النزوح الأوروبي اليها؟,ما لغة قارة أوقيانوسيا قبل الإستعمار الأوروبي؟,1
ما كيفية تنظيف بقع القهوة عن السجاد؟,ما هي خطوات تنظيف  بقع القهوة عن السجاد؟,1
من هم الذين يتعرضون للاصابة بالفطريات الجلدية؟,من هم اكثر عرضة للاصابة بالالتهابت الفطرية الجلدية؟,1
ما تعريف تكنولوجيا التعليم؟,ماذا نقصد بتكنولوجيا التعليم؟,1
كم عدد مقاطعات الصين؟,ما عدد المقاطعات الموجودة في الصين؟,1
ماذا نقصد بنظام ويندوز فون؟,ما المقصود بنظام الويندوز في الكمبيوترات؟,0
ما هي الصلاة؟,ما الصلاة؟,1
ما المناخ السائد في ولاية ألبرتا؟,ما المناخ السائد في ولاية نيو برونزويك؟,0
ما طريقة تحضير كفتة الأرنب  ؟,من طرق تحضير أرنب مسلوق؟,0
ما هي أهم الوصفات من الأرز المطحون للبشرة؟,كيف أدخل الأرز المحون ضمن روتين العناية ببشرتي؟,1
كيف نمنع غسيل الامول ؟,ما المقصود بغسيل الاموال ؟,0
ماذا نقصد بالقروض المضمونة ؟,ما هو تعريف القروض المضمونة ؟,1
من طرق تحضير سويسرول بالفانيلا ؟,من طرق تحضير سويسرول  ؟,0
ما طريقة تحضير فطيرة الرّاعي ؟,من طرق تحضير فطيرة الرّاعي ؟,1
من طرق تحضير  حلوى ماهو؟,من طرق تحضير  حلوى العيد؟,0
ما هو تعريف البطاقة مسبقة الدفع؟,ماذا نقصد بالبطاقة مسبقة الدفع ؟,1
من طرق تحضير كيكة الكاكاو بدون بيض؟,من طرق تحضير كيكة الكاكاو  ؟,0
ما هي طرق الاهتمام بالبشرة الدهنية؟,ما هي خطوات العناية بالبشرة الدهنية؟,1
ما عاصمة ناميبيا؟,ما اسم عاصمة ناميبيا؟,1
في أي مدينة سعودية توجد أبراج البيت؟,ما هي المدينة السعودية التي يوجد بها أبراج البيت؟,1
من سلبيات بالرأسماليّة ؟,ماذا نقصد بالرأسماليّة؟,0
ما هي وظيفة مدير شؤون الموظفين للعمال؟,ما هي وظيفة مدير شؤون الموظفين للموظفين؟,1
ما طريقة تحضير حشوة بيتزا التونة بالأنشوجة ؟,من طرق تحضير حشوة بيتزا التونة بالأنشوجة؟,1
ما طريقة تحضير فطيرة الباستا فلورا اليونانية؟,من طرق تحضير  فطيرة الباستا فلورا  ؟,0
كيف احضر كرات جبنة الموزريلا؟,من طرق تحضير كرات الجبنة  ؟,0
ما طريقة عمل الارز باللبن بالمستكة؟,كيف اصنع الارز باللبن بالمستكة ؟,1
ما الإسم الرسمي لأمريكا؟,ما أسماء القطاعات الداعمة للإقتصاد الأمريكي؟,0
متى ولد أحمد شوقي؟,من هو أحمد شوقي؟,0
ما هي مميزات آلات التصوير بدون مرآة؟,ما الذي يميز آلات التصوير بدون مرآة؟,1
ما هي الامراض التي تصيب القلب؟,ما هي اعراض القلب؟,0
ما هو عمل هيئة الأمم المُتّحدة ؟,ما هي  هيئة الأمم المُتّحدة ؟,1
ما هو الصيام المكروه؟,ما المقصود بالصيام المكروه؟,1
ما هي فوائد لبن الزبادي للبشرة؟,هل يفيد لبن الزبادي البشرة؟,1
من فوائد التسوق عبر  الانترنت؟,ماذا نقصد بالتسوق عبر الإنترنت؟,0
ما هي أهم القطاعات الداعمة للإقتصاد الأمريكي؟,ما أسماء القطاعات الداعمة للإقتصاد الأمريكي؟,1
ما طريقة تحضير كرات الشوكولاتة بحشوة المارشميلو؟,كيف احضر كرات الشوكولاتة بحشوة المارشميلو؟,1
كيف احضر صلصة الشوكولاتة لتغليف الكيك والفواكه ؟,من طرق تحضير الشوكولاته ؟,0
ما هي عملة الاردن؟,ما هي العملة ؟,0
ما هي الأكزيما؟,ما تعريف الكزيما؟,1
ما طريقة تحضير كيكة النسكافيه الباردة ؟,من طرق تحضير كيكة النسكافيه الباردة؟,1
كم عدد مكاتب جوجل ؟,ما هي شركة جوجل ؟,0
كيف احضر  الباستا بالمشروم؟,من طرق تحضير الدجاج المحشي؟,0
في أي قارة توجد جزيرة مدغشقر؟,أين توجد جزيرة مدغشقر؟,1
متى انتشرت الرحلات التبشيرية المسيحية في أرجاء جزيرة فيجي؟,ما عدد السكان في جزيرة كادافو؟,0
ما هو التعداد السكاني في ألبانيا؟,كم يبلغ التعداد السكاني في لوكسمبورغ؟,0
ما عملة جزر القمر؟,أين توجد جزر القمر؟,0
كيف احضر البيتزا بالتونة؟,من طرق تحضير البيتزا بالتونة؟,1
ما هي البطالة الدوريّة؟,ما تعريف البطالة الدوريّة؟,1
أين تقع السعودية؟,أن تقع المملكة العربية السعودية؟,1
من طرق تحضير  كيكة الجزر بالحليب؟,من طرق تحضير  الجزر؟,0
كم يبلغ عدد المتعلمين فوق 15 سنة في مدغشقر؟,ما نسبة المتعلمين فوق 15 سنة في مدغشقر؟,1
ما هي استخدامات الفازلين للشعر؟,هل يوضع الفازلين على الشعر؟,1
كم شخص تتسع عجلة لندن؟,ما اسم أهم متحف مخصص للأطفال في العالم؟,0
ما واجبات المتطوعين في الاعمال التطوعية ؟,ما هي مسؤوليات المتطوعين في الاعمال التطوعية ؟,1
ما طريقة تحضير عجينة البيتزا بالحليب ؟,من طرق تحضير عجينة البيتزا بالحليب؟,1
كيف أثرت حياة احمد شوقي على ذكائه وتميزه؟,بم تميز أحمد شوقي؟,0
ما هي العوامل التي تزيد الاصابة بكيس الشعر؟,لماذا نصاب بالكيس الشعري؟,0
ما هي أمراض المرارة؟,ما هي الأمراض التي تصاب بها المرارة؟,1
ما وظيفة المرارة؟,ما هي عصارة المرارة؟,0
كيف احضر كيكة الكتكات؟,من طرق تحضير كيكة  ؟,0
أين تقع جزيرة هايتي؟,في أي عام كانت ثورة العبيد في جزيرة هايتي؟,0
ما عاصمة البحرين؟,ما عدد سكان البحرين؟,0
لماذا كان التنقل بين قارة آسيا و قارة أوقيانوسيا سهلاً في قديم الزمان؟,ما الديانات الموجودة في قارة أوقيانوسيا؟,0
كم عدد الدول في قارة أفريقيا؟,ما هي الحدود الشمالية الشرقية لقارة أفريقيا؟,0
كم تبلغ كثافة كرواتيا السكانية؟,كم تصل كثافة بلغاريا السكانية؟,0
أين توجد البرتغال في قارة أوروبا؟,أين توجد بولندا في قرة أوروبا؟,0
كيف يكون شكل سيقان الضفادع؟,ما هو الضفدع؟,0
ما هي اللغات الموجودة في إسبانيا غير اللغة الإسبانية؟,ما هي مساحة إسبانيا؟,0
ما مساحة جزيرة كادافو في جزيرة فيجي؟,أين توجد جامعة جنوب المحيط الهادئ؟,0
ما هي الاسباب التي تؤدي للهجرة ؟,ما هي الهجرة ؟,0
ما طريقة تحضير  الحلقوم بماء الورد؟,كيف احضر  الحلقوم بماء الورد؟,1
ما أنواع الصيام؟,ما فضائل الصيام؟,0
